epoch,train,val
1,0.6177431113190122,0.22906833589076997
2,0.18955951929092407,0.13802842199802398
3,0.13418014181984794,0.10589319914579391
4,0.11005543834633297,0.09596423357725144
5,0.10623237821790907,0.08952311277389527
6,0.09223127654857105,0.08238696306943893
7,0.08568050008681086,0.07951646968722344
8,0.08000039433439572,0.07425686717033386
9,0.0788410757150915,0.07303137928247452
10,0.07615735092096859,0.06901251226663589
11,0.06920045221017466,0.06957079544663429
12,0.06984120441807641,0.06387421935796737
13,0.07076234825783306,0.06327681392431259
14,0.06586893213291962,0.06261039599776268
15,0.06562511229680644,0.061172107607126235
16,0.06403930361072223,0.05756311938166618
17,0.06253020827554995,0.0580707773566246
18,0.05951559295256933,0.05550558716058731
19,0.06588551836709182,0.057136939465999605
20,0.059194866153928966,0.05381926074624062
21,0.05827316352062755,0.051478850096464156
22,0.06048658966190285,0.053050972521305084
23,0.05597285936690039,0.05071827620267868
24,0.05697072400814957,0.05048580914735794
25,0.05391827318817377,0.048081033676862714
26,0.053562984491388,0.049189730733633044
27,0.05419778803156482,0.051510044187307355
28,0.055563351346386805,0.04566535465419293
29,0.05244199797097179,0.04702806137502193
30,0.049464368985758886,0.04721643775701523
31,0.05698652068773905,0.04681175947189331
32,0.055326151558094554,0.04387902617454529
33,0.04831650832460986,0.042390429973602296
34,0.048887173334757485,0.048563887178897855
35,0.046091690090381436,0.043951967358589174
36,0.04845637921243906,0.04495804160833359
37,0.04483168080656065,0.044077093526721
38,0.046444878396060735,0.04345017485320568
39,0.04892083671357897,0.04231588877737522
40,0.046493228835364185,0.043899399042129514
41,0.042678981760723725,0.0431555014103651
42,0.04545613766337434,0.042400195449590686
43,0.045040596483482256,0.04206354655325413
44,0.0437941276985738,0.045642105489969255
45,0.05165181143416299,0.04198044091463089
46,0.04998990148305893,0.0417921531945467
47,0.043847150893674955,0.04329069331288338
48,0.04591755817333857,0.04094166122376919
49,0.04371118519662155,0.04315280690789223
50,0.046918041797147855,0.04142856672406196
51,0.04347172565758228,0.042050591483712194
52,0.04337999400579267,0.0405782051384449
53,0.04371328300072087,0.04056683778762817
54,0.04267576616257429,0.04079772420227527
55,0.042984874401655465,0.03862457647919655
56,0.04304252057853672,0.03858517557382583
57,0.04260364707766308,0.040461141243577005
58,0.0490511939343479,0.040709799900650975
59,0.04233818646106455,0.040810639038681984
60,0.04220239559395446,0.03966603465378284
61,0.044366856209105916,0.04012448191642761
62,0.045707831262714334,0.039160366728901864
63,0.03996733811476992,0.03924286216497421
64,0.04239010572847393,0.03839442580938339
65,0.04678331439693769,0.037227843701839444
66,0.046717285075121455,0.03825603127479553
67,0.040105533993078604,0.03891609758138657
68,0.04415752304097017,0.03968819379806519
69,0.0388332307856116,0.036963707953691485
70,0.04069129113728801,0.03873174339532852
71,0.04045603833057814,0.03940807692706585
72,0.0426315436553624,0.038728506118059156
73,0.0449823174211714,0.03768083415925503
74,0.04051962950163417,0.03684484511613846
75,0.04149921455730995,0.03837068751454353
76,0.040159724859727755,0.037904785200953486
77,0.043971212580800056,0.03674038462340832
78,0.04407664036585225,0.037667063251137736
79,0.04063248717122608,0.03949313499033451
80,0.03974124126964145,0.03734604045748711
81,0.04185249853051371,0.03934110403060913
82,0.04070782237168816,0.03822357580065727
83,0.04500877681291766,0.035758935287594794
84,0.04138769592261977,0.03639469034969807
85,0.0402749657837881,0.035850134864449504
86,0.042479369271960526,0.03973889946937561
87,0.03991355674548282,0.037186243757605555
88,0.040009635190169014,0.03679892607033253
89,0.04156809962458081,0.035638021677732466
90,0.03716811191083656,0.04088811874389649
91,0.038519916486822896,0.036783144995570186
92,0.03983985622309976,0.0378574725240469
93,0.04089735789845387,0.04022195003926754
94,0.041719945354594126,0.037927376106381416
95,0.04041485033101506,0.037915734201669694
96,0.039614365332656436,0.03556776829063892
97,0.040437668768896,0.03668493069708347
98,0.04219513924585448,0.03520953133702278
99,0.045077036031418376,0.04073995053768158
100,0.044684082062708005,0.039924722909927365
101,0.040035709738731384,0.037881043180823325
102,0.03986514163100057,0.03475222215056419
103,0.037748341707305774,0.04417707175016403
104,0.03987154819899135,0.035155531764030454
105,0.04346019515974654,0.03419480994343758
106,0.037852934251228966,0.035927305743098256
107,0.041069911068512335,0.03705978132784367
108,0.04056550862474574,0.03423444777727127
109,0.039435709826648235,0.035507484897971155
110,0.03903579830916391,0.036063237115740776
111,0.03860040040065845,0.0346152275800705
112,0.039455999413298234,0.0358075138181448
113,0.037625857525401644,0.03470629937946797
114,0.03917138480270902,0.03473990187048912
115,0.04124817127982775,0.037296974658966066
116,0.039627395984199315,0.03584155291318893
117,0.03725170726991362,0.037829932570457456
118,0.03946903710150056,0.03620027117431164
119,0.03655956711413132,0.03153716903179884
120,0.039094928238126964,0.046473396569490434
121,0.03973410692479876,0.036571670323610306
122,0.03848138674058848,0.03825653046369552
123,0.03908962746047311,0.0349396251142025
124,0.039104181341826916,0.03477253168821335
125,0.03741099602646298,0.03673197850584984
126,0.03771160336004363,0.0347397867590189
127,0.037731107531322375,0.03299725614488125
128,0.040260494583182864,0.03592986091971397
129,0.045215116917259164,0.03554160930216312
130,0.04048227177311977,0.037149911373853685
131,0.04017383294800917,0.038420817255973815
132,0.04156394903030661,0.037613092362880705
133,0.038226318545639515,0.033785627037286756
134,0.03641376313236025,0.03377249091863632
135,0.03879280584967799,0.0358017660677433
136,0.03906640244854821,0.03467873856425285
137,0.037628220601214304,0.03578516207635403
138,0.04357032043238481,0.035161711648106574
139,0.036424776487466365,0.03649490438401699
140,0.03646479081362486,0.032802503928542136
141,0.03720999157263173,0.041186332888901236
142,0.03643815033137798,0.03570035770535469
143,0.03868176001641485,0.03654321916401386
144,0.03584494084740678,0.037593083828687666
145,0.03669810833202468,0.034855208918452264
146,0.04066125344898966,0.03602938614785671
147,0.03819382666713662,0.03668087720870972
148,0.03680966411613756,0.03996200114488602
149,0.03835195996281174,0.035089775919914246
150,0.03784416802227497,0.03199263326823711
151,0.0421868490262164,0.035062350705266
152,0.0392120009702113,0.03537144660949707
153,0.03642561503996452,0.03537500314414501
154,0.034476887796901994,0.0366472527384758
155,0.03569582218511237,0.03394257836043835
156,0.037944974584711924,0.03475306779146194
157,0.04290849963823954,0.033790670707821845
158,0.034817310308830604,0.03374262973666191
159,0.03646670876898699,0.03374921679496765
160,0.03710210747602913,0.03292589485645294
161,0.035082442996402584,0.03374044969677925
162,0.03528002887550327,0.03483866229653358
163,0.037110761635833316,0.03413822874426842
164,0.03793792240321636,0.03301109671592713
165,0.0340562783078187,0.03575913608074188
166,0.03712578322221008,0.03235240168869495
167,0.03896197893967231,0.03433897234499454
168,0.03572028513169951,0.03077062647789717
169,0.038159466038147606,0.032003185525536534
170,0.03917559919257959,0.03591809421777725
171,0.03516461488066448,0.03376815728843212
172,0.034485576984783016,0.03487478457391262
173,0.03730118409213093,0.034073195233941075
174,0.03427120975943075,0.031298890709877014
175,0.03662973021467527,0.03291676715016365
176,0.03496515295571751,0.03370206356048584
177,0.034046196663338274,0.032666157186031344
178,0.03910592860645718,0.03342690654098988
179,0.037168932871686086,0.03444434404373169
180,0.04008804903262191,0.03229277580976486
181,0.03435117039932973,0.0332282654941082
182,0.03709437304900752,0.03482420220971107
183,0.03521133115929034,0.03401301205158234
184,0.03593497837169303,0.03465651348233223
185,0.03821138313247098,0.03257605880498886
186,0.03487182061912285,0.03500086069107056
187,0.03530787893881401,0.03250339105725288
188,0.035976436713503465,0.030411848425865175
189,0.0353038947408398,0.03267578519880772
190,0.03806017908371157,0.033632849156856534
191,0.03376995249547892,0.03344554454088211
192,0.034964666029231414,0.032414710707962514
193,0.03549882769584656,0.031068501621484758
194,0.037472004588279456,0.035626782849431035
195,0.03490596399125126,0.03430549539625645
196,0.03380987844947311,0.03381235376000404
197,0.035300848384698234,0.03150004558265209
198,0.03483792466835843,0.03227698430418968
199,0.03590737500538429,0.03340448811650276
200,0.0342494985088706,0.03217622451484203
201,0.04319661265860001,0.033015915751457216
202,0.036080426846941314,0.03440142124891281
203,0.033646645645300545,0.03105787467211485
204,0.034051496949460774,0.032117148861289024
205,0.034268231545057565,0.031247905641794204
206,0.033846629990471735,0.03181410618126392
207,0.03414964681077334,0.03251406140625477
208,0.033612029523485236,0.038619788363575935
209,0.03433401841256353,0.03091828916221857
210,0.03339618372006549,0.033161785826087
211,0.036152001987728805,0.032349306344985965
212,0.03514093388285902,0.0309992553666234
213,0.03252743805448214,0.03304751142859459
214,0.034255940104938216,0.0343051340430975
215,0.03704391130142742,0.034647179394960405
216,0.034583568986919194,0.03137467168271542
217,0.03216461609635088,0.03044966571033001
218,0.03337433427158329,0.03230253309011459
219,0.035033272889753185,0.0329359631985426
220,0.03280227900379234,0.029788456857204437
221,0.03117274366215699,0.029146356135606767
222,0.033361848133305706,0.031705121882259844
223,0.03442454348421759,0.031571590900421144
224,0.034363290295004845,0.032148052379488944
225,0.03505075443536043,0.032078664749860764
226,0.034750739940338664,0.031236755847930908
227,0.033595867403265506,0.03096245788037777
228,0.03200695368771752,0.030651438422501086
229,0.032558113181342684,0.03014143481850624
230,0.032911914504236646,0.029925807565450668
231,0.03320947630951802,0.030555280297994612
232,0.0330977869582259,0.03156731650233269
233,0.03415699882639779,0.03025200478732586
234,0.03674393312798606,0.032726090773940085
235,0.03203917636225621,0.031173539534211158
236,0.03720092411256499,0.030938590317964552
237,0.032064886660211615,0.032473408803343776
238,0.03200499449546138,0.03226526863873005
239,0.032435495095948376,0.031275688856840136
240,0.034005204422606364,0.030907033756375313
241,0.03306890879240301,0.029931244626641273
242,0.033088936677409544,0.030280670523643492
243,0.03416508291330603,0.030903224647045136
244,0.031332150360362396,0.02904874999076128
245,0.03188901813700795,0.029987750574946404
246,0.033916584526499115,0.03154827244579792
247,0.03500896205918656,0.03160803504288197
248,0.035104196725620165,0.029666857793927193
249,0.03209259402420786,0.031349745020270346
250,0.032448452793889575,0.029623173549771308
251,0.03217383186953763,0.029439656622707845
252,0.03122372695037888,0.02945433035492897
253,0.030977485597961478,0.029438013583421706
254,0.032686504224936165,0.029949818924069404
255,0.03164378305276235,0.030126827582716943
256,0.03620925307687786,0.029073620215058327
257,0.03148066847481661,0.03052997812628746
258,0.03154913253254361,0.029784974083304404
259,0.031158588257514767,0.03045818768441677
260,0.03137956538961993,0.028904534876346588
261,0.03162011131644249,0.030607272684574128
262,0.03149049604932467,0.02804236635565758
263,0.030944304437273078,0.029460400342941284
264,0.03189907631733351,0.029888123273849487
265,0.03102676966227591,0.02790866680443287
266,0.031312869085619845,0.03091641329228878
267,0.03351903396348158,0.02778061553835869
268,0.0302973384451535,0.029674112051725387
269,0.03015883921438621,0.029834429174661635
270,0.031516601228051715,0.029615508764982222
271,0.031154674736575946,0.03039924129843712
272,0.03140311481224166,0.029001778364181517
273,0.030949776371320088,0.029995938763022423
274,0.031723700670732394,0.02883339039981365
275,0.0316906331313981,0.02967522069811821
276,0.033359549629191555,0.031783674657344815
277,0.030885046554936305,0.029039142280817033
278,0.03317495352692074,0.028427490219473838
279,0.031794995379944645,0.029657535254955292
280,0.030303875243084297,0.029076052457094194
281,0.03491537428150574,0.02891254797577858
282,0.03349701822217968,0.02838551513850689
283,0.031213550517956417,0.029612349346280098
284,0.033117375543548,0.029855211079120637
285,0.03574381499654717,0.030730510130524635
286,0.031439771979219384,0.028795570880174638
287,0.03459457349446085,0.028691530972719193
288,0.03148365476065212,0.028398295119404792
289,0.030954082755164966,0.030745083838701247
290,0.030563913337472413,0.028568943962454796
291,0.03003444770971934,0.03276189118623733
292,0.03199279598063893,0.029069869592785836
293,0.03214860541952981,0.02808239795267582
294,0.04044824828290277,0.029276873916387558
295,0.03071242995146248,0.02957355007529259
296,0.030749796837982204,0.029138272255659105
297,0.02993982968231042,0.02832164391875267
298,0.03169273533340958,0.028595675900578498
299,0.031135992974870734,0.03117222711443901
300,0.03076921734544966,0.026817097887396814
